2024-11-27 10:54:05,753 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 16692 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 10:54:05,762 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 10:54:06,851 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 10:54:06,881 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 15 ms. Found 0 JPA repository interfaces.
2024-11-27 10:54:07,727 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 10:54:07,738 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 10:54:07,743 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 10:54:07,922 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 10:54:07,923 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2060 ms
2024-11-27 10:54:07,969 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 10:54:08,338 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 10:54:08,353 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 10:54:08,613 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 10:54:08,718 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 10:54:08,989 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 10:54:09,168 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 10:54:09,502 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 10:54:09,524 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:54:09,647 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 10:54:10,116 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 10:54:10,150 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 10:54:10,165 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 5.253 seconds (JVM running for 6.14)
2024-11-27 10:54:10,670 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 10:54:10,702 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-075 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,151 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-076 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,305 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-077 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,463 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-078 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,638 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-079 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,730 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-080 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,830 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-081 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,914 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-082 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:15,992 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-083 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,111 INFO c.c.a.d.GetMeteringPointFromDB [scheduling-1] Could not find meter DRO_NAER_KP2-084 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:54:16,154 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 10 metering points.
2024-11-27 10:54:16,157 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T09:00:00+01:00.
2024-11-27 10:54:16,172 INFO c.c.a.d.GetSettlementMethodFromDB [scheduling-1] Could not find meteringPoint 707057500087673044 in the base of previously checked meters, will try to get details by API call to nanoMetering.
2024-11-27 10:59:33,963 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:33,965 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:34,016 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:34,017 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:34,064 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:34,065 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672986, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,115 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,116 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,158 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,159 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,203 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:36,204 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:36,258 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:36,259 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:36,306 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,307 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,357 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,358 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087672962, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,503 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,503 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,549 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,550 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,603 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:36,604 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:36,648 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:36,648 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:36,695 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,696 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,745 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,746 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673006, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,749 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 10:59:36,909 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,909 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,954 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:36,955 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:36,998 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:36,999 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,041 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:37,043 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,089 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,090 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,135 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,136 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673105, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,276 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,276 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,319 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,320 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,371 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:37,372 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,414 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:37,414 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,457 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,458 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,501 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,502 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673044, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,644 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,644 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,687 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,688 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,731 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:37,731 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,775 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:37,777 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:37,824 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,824 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:37,870 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:37,871 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673068, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,019 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,019 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,063 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,064 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,109 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:38,110 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:38,161 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:38,161 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:38,206 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,207 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,250 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,251 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673020, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,395 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,396 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,441 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,442 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ActiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,491 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:38,492 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:38,536 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous index.
2024-11-27 10:59:38,537 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Downstream has no previous timestamp.
2024-11-27 10:59:38,582 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,582 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,626 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous index.
2024-11-27 10:59:38,626 INFO c.c.a.t.a.GetLastIndexForSensor [scheduling-1] Metering point = 707057500087673082, Sensor = ReactiveEnergy, direction = Upstream has no previous timestamp.
2024-11-27 10:59:38,631 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
2024-11-27 10:59:38,639 INFO c.c.a.t.a.UploadXMLToDropzone [scheduling-1] Uploading Aidon indexes file to https://queengorg17.staging.techyon.io/dropzone.
2024-11-27 10:59:38,990 INFO c.c.a.t.a.UploadXMLToDropzone [scheduling-1] RESPONSE = 200 OK
2024-11-27 10:59:39,523 INFO c.c.a.u.FileOutWriter [scheduling-1] Output written to C:\sandbox\nanoCubeTestDataGenerator\XMLPayload\1732701579139_nanoCubeTestData_AidonIndex.xml.
2024-11-27 10:59:39,523 INFO c.c.a.c.Controller [scheduling-1] Next scheduled run within 1 hour @timestamp = 2024-11-27T11:59:29+01:00.
2024-11-27 10:59:39,524 INFO c.c.a.c.Controller [scheduling-1] Next run will create hourly index for all metering points / sensors @timestamp = 2024-11-27T10:00:00+01:00.
2024-11-27 10:59:50,137 INFO o.s.o.j.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 10:59:50,140 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 10:59:50,143 INFO c.z.h.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 12:14:34,117 INFO o.s.b.StartupInfoLogger [main] Starting NanoCubeTestDataGeneratorApplication using Java 21.0.2 on NOLI125045 with PID 23108 (C:\sandbox\nanoCubeTestDataGenerator\target\classes started by ronend in C:\sandbox\nanoCubeTestDataGenerator)
2024-11-27 12:14:34,123 INFO o.s.b.SpringApplication [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 12:14:34,998 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 12:14:35,024 INFO o.s.d.r.c.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 14 ms. Found 0 JPA repository interfaces.
2024-11-27 12:14:35,800 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat initialized with port(s): 8080 (http)
2024-11-27 12:14:35,809 INFO o.a.j.l.DirectJDKLog [main] Initializing ProtocolHandler ["http-nio-8080"]
2024-11-27 12:14:35,813 INFO o.a.j.l.DirectJDKLog [main] Starting service [Tomcat]
2024-11-27 12:14:35,813 INFO o.a.j.l.DirectJDKLog [main] Starting Servlet engine: [Apache Tomcat/9.0.83]
2024-11-27 12:14:35,993 INFO o.a.j.l.DirectJDKLog [main] Initializing Spring embedded WebApplicationContext
2024-11-27 12:14:35,993 INFO o.s.b.w.s.c.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1770 ms
2024-11-27 12:14:36,039 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 12:14:36,351 INFO c.z.h.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 12:14:36,365 INFO o.s.b.a.h.H2ConsoleAutoConfiguration [main] H2 console available at '/h2-console'. Database available at 'jdbc:h2:./database/autogen'
2024-11-27 12:14:36,586 INFO o.h.j.i.u.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 12:14:36,660 INFO o.h.Version [main] HHH000412: Hibernate ORM core version 5.6.15.Final
2024-11-27 12:14:36,867 INFO o.h.a.c.r.j.JavaReflectionManager [main] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-27 12:14:37,011 INFO o.h.d.Dialect [main] HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-11-27 12:14:37,233 INFO o.h.e.t.j.p.i.JtaPlatformInitiator [main] HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-27 12:14:37,250 INFO o.s.o.j.AbstractEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 12:14:37,335 WARN o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 12:14:37,729 INFO o.a.j.l.DirectJDKLog [main] Starting ProtocolHandler ["http-nio-8080"]
2024-11-27 12:14:37,758 INFO o.s.b.w.e.t.TomcatWebServer [main] Tomcat started on port(s): 8080 (http) with context path ''
2024-11-27 12:14:37,770 INFO o.s.b.StartupInfoLogger [main] Started NanoCubeTestDataGeneratorApplication in 4.46 seconds (JVM running for 5.288)
2024-11-27 12:14:38,285 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:14:38,352 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 5 metering points.
2024-11-27 12:14:38,353 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Initiating map meter to metering point.
2024-11-27 12:14:38,357 INFO c.c.a.t.a.GetMeterForMeteringPoint [scheduling-1] Map meter to metering point initiated for 15 metering points.
2024-11-27 12:14:38,358 INFO c.c.a.c.Controller [scheduling-1] Starting creation of Aidon hourly indexes until 2024-11-27T11:00:00+01:00.
2024-11-27 12:14:45,900 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Aidon transaction completed for 10 metering points. Transaction contains hourly indexes on 4 sensors AE/RE Down/Upstream.
2024-11-27 12:14:47,756 INFO c.c.a.g.AidonXMLForIndexes [scheduling-1] Profile readings will be created for 0 profile metering points only once per day, between 01:00 and 02:00 each night, for the previous day.
